Date,Open,High,Low,Close,Volume,Market Cap
20-09-2022,1363.9856878390044,1368.3186974383436,1310.025872176715,1316.2588141678884,12245864.41,4590752721.43
19-09-2022,1324.089141032032,1373.5102293033938,1277.9105434146115,1363.9562029361186,12035241.92,4757108239.76
18-09-2022,1457.9158977116629,1457.9158977116629,1321.008363718474,1324.1917393937824,8537374.6,4618420606.86
17-09-2022,1416.6689354450227,1459.0135004942106,1400.8947249179582,1457.7944043340108,7909072.01,5084390362.24
16-09-2022,1454.597131458575,1463.8914586448998,1399.511994254712,1416.3189611721702,11934460.94,4939735297.82
15-09-2022,1588.6801923694554,1611.7771496967223,1449.6422360281338,1454.52158569037,18124213.94,5072975661.02
14-09-2022,1527.1143347474842,1595.7140600368336,1514.3098489773838,1588.064924690101,13777777.79,5538738503.66
13-09-2022,1667.99809188007,1699.4205773266772,1514.3098489773838,1532.4267957806326,17096949.23,5344687843.6
12-09-2022,1715.7041816913545,1728.2428946484606,1655.2512692483676,1668.0061830744742,19544509.52,5817551868.89
11-09-2022,1726.2483263343734,1737.4637520345495,1688.2282231940824,1715.5581887170083,15252016.84,5983400330.42
10-09-2022,1666.952963314917,1735.106758482603,1657.6328982458895,1726.4720105712822,14812749.78,6021464772.49
09-09-2022,1577.5764172705162,1677.9651369326523,1574.8893695394586,1667.0341066145804,19110277.59,5814161530.6
08-09-2022,1566.282186757923,1591.958295933173,1541.6205440141855,1577.714716478045,12772423.71,5502639792.68
07-09-2022,1497.0204735923576,1587.1740267324437,1438.1823140318143,1566.2111370556559,13066427.9,5462518436.63
06-09-2022,1563.3827142305254,1622.3551231481829,1496.486177709335,1496.891217042552,7493710.6,5220749410.64
05-09-2022,1525.9498531900638,1567.4367839393014,1511.512974742445,1563.2852887932447,5316269.12,5452313873.72
04-09-2022,1508.0105926618355,1528.9324484812191,1495.3646795498012,1525.9468241480442,4546040.02,5322087465.1
03-09-2022,1526.7272969159276,1530.2755548190657,1493.0774226815972,1508.0450932679892,4405880.75,5259651097.06
02-09-2022,1540.5370737670457,1589.0741658323327,1504.0559377915272,1527.0735107286698,5357834.14,5326017041.43
01-09-2022,1510.801233998494,1548.9075698187696,1479.5419625653024,1540.6191091742646,5599864.09,5373260404.41
31-08-2022,1482.758801474705,1570.6473065628945,1482.758801474705,1510.6874646865992,7586135.07,5268866969.84
30-08-2022,1512.6050368723324,1557.3942525820275,1440.2455550244997,1482.1678500625162,5360813.57,5169398311.37
29-08-2022,1386.6785286763513,1516.8345199533776,1385.3694555602945,1512.5731329294865,6873092.59,5275443667.77
28-08-2022,1447.2883082627955,1461.1640654486291,1386.716380896412,1386.716380896412,4823965.46,4836489549.72
27-08-2022,1465.4573088906095,1473.4853078960489,1410.3737718183256,1447.4048968293769,4169357.87,5048154586.01
26-08-2022,1652.8440571392898,1652.9205685066336,1459.366955436262,1465.25594786878,6382563.01,5110414196.55
25-08-2022,1619.0123894344274,1676.1166624199072,1613.717406975188,1652.899334912796,4783756.25,5764863291.56
24-08-2022,1615.6959484404817,1645.4997920456588,1563.652192490193,1618.967292152437,3828941.75,5646517555.93
23-08-2022,1581.9469308538548,1621.8885233011156,1529.2142378805086,1615.9952634005133,3062685.17,5636151928.03
22-08-2022,1573.2086990120893,1581.655552605182,1495.23614776742,1581.6491219011186,3320359.56,5516361928.63
21-08-2022,1532.7994542039244,1596.5147856632775,1524.3188306519357,1573.7421714901066,3766810.79,5488784636.29
20-08-2022,1567.3390056706892,1605.730366679023,1493.1259980192372,1533.1393567768268,2883463.18,5347173062.54
19-08-2022,1798.119386582279,1798.119386582279,1565.8350695679276,1567.6811348366737,4650377.21,5467645389.05
18-08-2022,1783.6453195748898,1825.5223569515983,1776.804146531865,1797.949947677373,4173481.35,6270760375.12
17-08-2022,1825.4911687741078,1897.9693256084079,1775.5329425352031,1783.4378012830675,3506627.63,6220145955.8
16-08-2022,1848.854572741642,1859.0453154562163,1807.92736828311,1825.4735822878445,4221905.18,6366755326.21
15-08-2022,1887.3874872190474,1953.6497973027688,1830.9516271110151,1849.7562879531663,3957700.15,6451446798.68
14-08-2022,1931.6220749708013,1966.9054314725145,1869.4502714404637,1887.3773987100753,3726477.32,6582659000.05
13-08-2022,1898.9588820503673,1957.3236716247882,1893.5873710382657,1931.2481955771757,4000928.58,6735668406.67
12-08-2022,1824.5826089483376,1898.729970366919,1806.8271975121081,1898.729970366919,3880296.41,6622253682.09
11-08-2022,1785.8662983269485,1866.846131460103,1785.3677537428343,1824.7417135773624,4734839.85,6364202767.22
10-08-2022,1640.8097917775005,1802.4505703146333,1604.6219270432334,1785.7333641651933,3735955.38,6228152254.74
09-08-2022,1716.1177466796958,1725.7625525169506,1614.130272782212,1641.6223761410251,2096503.99,5725532326.7
08-08-2022,1638.1237380851608,1741.9419281587448,1634.722531541333,1714.8651847500707,1815269.97,5980983321.08
07-08-2022,1631.2323214038502,1664.8464005773055,1614.7103867511892,1637.930260353106,1425522.75,5712655231.09
06-08-2022,1680.3402741858733,1689.9643370548554,1630.9478021012505,1630.9478021012505,1635889.49,5688302315.93
05-08-2022,1562.729520071319,1681.367325627592,1562.6037537696625,1679.9304232212032,2341791.58,5859140375.13
04-08-2022,1577.1572709349268,1613.4472298947903,1541.500436323338,1564.4258968731563,1981669.01,5456292004.45
03-08-2022,1594.6204989760313,1633.734057383907,1555.522051272659,1577.0400433892294,1992801.9,5500286716.45
02-08-2022,1594.6799563626944,1633.87044602212,1529.4645874205173,1594.174463844703,2317810.57,5560046914.44
01-08-2022,1640.356876967333,1660.5245762897791,1572.4805190548973,1595.3213949817343,1740731.75,5564047098.28
31-07-2022,1652.9005105436208,1705.7981938269954,1630.9550627799895,1640.5396497079657,1591511.41,5721756071.4
30-07-2022,1681.5897964772394,1695.3422291607203,1634.6635265115149,1653.0469832250078,2039320.56,5765378248.71
29-07-2022,1685.003213873475,1716.4582524435184,1618.741875834714,1681.366693522273,3177155.04,5864149695.27
28-07-2022,1603.7539798336168,1733.2520399415966,1563.652133151028,1684.3302835777697,3623957.26,5874485891.29
27-07-2022,1417.6088269826519,1603.9014640578816,1395.8937072922608,1603.899754702519,2016552.85,5593966083.67
26-07-2022,1416.0796893148238,1417.2666924302407,1334.386393188673,1416.8639704383388,1662689,4941636141.89
25-07-2022,1571.5664009994434,1573.181000981272,1415.8909353724985,1415.8909353724985,1276581.74,4938242460.25
