Date,Open,High,Low,Close,Volume,Market Cap
20-09-2022,0.25275004092360526,0.25461977647900574,0.2360648542182327,0.23993905289467102,559237923.55,1439727162.44
19-09-2022,0.22930131246760638,0.25437968997885885,0.22313712859032597,0.2526990036526468,1031500191.22,1516291804.49
18-09-2022,0.22533174978918363,0.2442656459746418,0.22170858632616924,0.22929665556695875,767203067.47,1375868660.37
17-09-2022,0.20991954971167068,0.22691971368970223,0.2086506078882593,0.2254647193550109,433775511.96,1352875560.32
16-09-2022,0.19007107205464596,0.2117837724105826,0.18981563886984343,0.20985191732545844,535081373.77,1259192706.73
15-09-2022,0.19179980485470674,0.1970185403464493,0.18026478361646514,0.1900148738360965,377685752.34,1140162769.8
14-09-2022,0.1934007409162174,0.19874153625402918,0.1882841724673481,0.19181288077449532,278919938.68,1150951507.17
13-09-2022,0.2011197676618244,0.20855246841596892,0.19072229496842408,0.196106250959136,461591675.37,1176713389.61
12-09-2022,0.2080055448811594,0.20854920454642303,0.19613943425692482,0.20112376597479142,278540813.07,1206820421.25
11-09-2022,0.20161917458426823,0.21991323381161249,0.1974791025917293,0.2080237910857206,379448536.67,1248223241.89
10-09-2022,0.20327337846959245,0.20543410417944805,0.19799055593883413,0.20168198934252968,210027711.7,1210169977.46
09-09-2022,0.18681251677716004,0.20685309973219235,0.1864408773494623,0.20330044408483464,427230707.8,1219881332.18
08-09-2022,0.19328310273814195,0.1969085395878681,0.18386024796789086,0.186834776585993,256967391.47,1121080955.75
07-09-2022,0.18503599620173197,0.1938716528337307,0.1835074960642306,0.19329621838606798,277934328.02,1159852106.82
06-09-2022,0.20713605536283775,0.2095182982905148,0.18275013799519974,0.18512863679975952,378223891.36,1110843456.84
05-09-2022,0.21268679480999234,0.213852262288854,0.2017286184536827,0.2071184455697541,225070797.98,1242790818.47
04-09-2022,0.2174572381012361,0.2174572381012361,0.209885028965597,0.21266561014953897,184262747.72,1276075952.44
03-09-2022,0.21829047593599032,0.225241655669126,0.212816734035585,0.2175357335774819,318830575.37,1305298577.52
02-09-2022,0.21303483440111412,0.22597428699292224,0.20847432096243335,0.2182122249453581,385135880.7,1309357787.5
01-09-2022,0.216462720335938,0.21973204511594013,0.20216471274866024,0.21302592845265134,378313205.41,1278238001.69
31-08-2022,0.19631124509112866,0.2198067588680295,0.19631124509112866,0.2162702735670886,618559705.81,1297705327.78
30-08-2022,0.21496084686777725,0.21659934042576023,0.1933391919698168,0.19629393917141985,399375509.84,1177839591.51
29-08-2022,0.21080526989714238,0.21729076814207252,0.20266456912068959,0.214954209154724,460715625.36,1289808432.05
28-08-2022,0.22025123382973485,0.2320825751326468,0.21118699451380402,0.21118699451380402,478273894.88,1267203686.47
27-08-2022,0.20702017431006597,0.22266402773490984,0.20702017431006597,0.22026488579212353,500194464.37,1321674546.86
26-08-2022,0.22428159892923982,0.23886030278258277,0.2032312239714815,0.20710049525562857,777686388.54,1242683109.64
25-08-2022,0.24225262579862666,0.24294397791441708,0.2202556153868302,0.22428545745478856,465252495.18,1345799532.61
24-08-2022,0.24955012357686182,0.2635750915955808,0.23515328447356942,0.2422470944745522,751523779.9,1453576305.03
23-08-2022,0.22181115002067292,0.2578268533779348,0.21611401084758214,0.24949874474108463,901883753.31,1497089147.41
22-08-2022,0.18704562155525525,0.22282293793596664,0.18291543321694295,0.2217744364801247,624878780.43,1330732554.87
21-08-2022,0.18297486692995876,0.19323700212885916,0.17924161376525513,0.1870598086097871,346843462.72,1122431335.98
20-08-2022,0.19534878242156478,0.1991390520388263,0.17512483143377908,0.18300737858438484,407822872.39,1098115185.54
19-08-2022,0.21018453501956774,0.21018453501956774,0.19126888848202522,0.1953399779546132,644346738.52,1172115560.56
18-08-2022,0.22192653526553047,0.22863343757791274,0.21032787050167306,0.21032787050167306,568717767.88,1262048723.54
17-08-2022,0.2096881003664502,0.22590142461582505,0.20168595452949709,0.22191922865084612,692496231.55,1331601364
16-08-2022,0.19731153489147107,0.21495514745727456,0.1952338090853033,0.20969918865420253,605570008.09,1258276388.85
15-08-2022,0.1812443005579909,0.20303037737330995,0.17251668899087655,0.197269548388969,556495208.43,1183693730.86
14-08-2022,0.1609093232735019,0.19015838989244985,0.1607101468033139,0.1812555783655985,529767098.82,1087603705.42
13-08-2022,0.16388955856826454,0.16388955856826454,0.1582987420521612,0.1608791485350824,120209998.88,965337230.72
12-08-2022,0.14898961658491167,0.16546472406379983,0.14685595721892009,0.16388257685150567,266526341.52,983358964.42
11-08-2022,0.15258516876938774,0.15608324047991354,0.14895087621064684,0.14899605918726974,129878339.59,894034090.02
10-08-2022,0.1459035744686306,0.15396227178568617,0.14156135778630238,0.15257578799907112,134508717.41,915513850.01
